   k  l     Obj         Vio    Bou   ML       |KKT|    |dX|     ||dX||   T_s      T_o      T_t
  16  F 0   1.829e+08  -2e-06  0.88  7.0e-02  1.1e-04  0.0e+00  0.0e+00  2.8e-01  3.0e-03  2.8e-01
  16  T 1   1.813e+08   2e-05  0.86  8.4e-02  3.7e-04  7.0e-02  2.3e+00  2.8e-01  2.1e-03  2.8e-01
  17  F 0   1.813e+08   2e-05  0.86  5.9e-02  3.7e-04  0.0e+00  0.0e+00  2.7e-01  2.7e-03  2.8e-01
  17  T 1   1.798e+08  -9e-06  0.85  7.1e-02  9.9e-05  5.9e-02  1.9e+00  2.7e-01  2.1e-03  2.8e-01
  18  T 0   1.784e+08   5e-06  0.88  8.5e-02  1.6e-04  7.1e-02  2.1e+00  2.8e-01  2.1e-03  2.8e-01
  19  F 0   1.784e+08   5e-06  0.88  5.9e-02  1.6e-04  0.0e+00  0.0e+00  2.7e-01  2.7e-03  2.7e-01
  19  T 1   1.771e+08  -2e-05  0.87  7.1e-02  1.1e-04  5.9e-02  1.8e+00  2.7e-01  2.7e-03  2.7e-01
  20  T 0   1.763e+08  -1e-05  0.89  8.5e-02  9.5e-05  7.1e-02  2.1e+00  2.8e-01  2.7e-03  2.8e-01
  21  F 0   1.763e+08  -1e-05  0.89  6.0e-02  9.5e-05  0.0e+00  0.0e+00  3.6e-01  2.7e-03  3.6e-01
  21  T 1   1.754e+08   4e-05  0.88  7.2e-02  8.7e-05  6.0e-02  1.8e+00  2.7e-01  2.4e-03  2.7e-01
  22  T 0   1.750e+08  -1e-05  0.90  8.6e-02  1.1e-04  7.2e-02  2.0e+00  2.8e-01  2.9e-03  2.8e-01
  23  F 0   1.750e+08  -1e-05  0.90  6.0e-02  1.1e-04  0.0e+00  0.0e+00  2.7e-01  2.7e-03  2.7e-01
  23  T 1   1.736e+08  -3e-05  0.89  7.2e-02  1.3e-04  6.0e-02  1.7e+00  2.9e-01  2.4e-03  2.9e-01
  24  T 0   1.725e+08  -2e-06  0.93  8.7e-02  2.3e-04  7.2e-02  1.9e+00  3.2e-01  2.7e-03  3.2e-01
  25  F 0   1.725e+08  -2e-06  0.93  6.1e-02  2.3e-04  0.0e+00  0.0e+00  2.7e-01  2.9e-03  2.7e-01
  25  T 1   1.718e+08  -3e-05  0.90  7.3e-02  1.9e-04  6.1e-02  1.6e+00  2.6e-01  2.7e-03  2.7e-01
  26  T 0   1.714e+08   6e-06  0.93  8.7e-02  1.8e-04  7.3e-02  1.9e+00  2.7e-01  2.7e-03  2.7e-01
  27  F 0   1.714e+08   6e-06  0.93  6.1e-02  1.8e-04  0.0e+00  0.0e+00  2.6e-01  2.7e-03  2.7e-01
  27  T 1   1.702e+08   1e-06  0.90  7.3e-02  5.4e-04  6.1e-02  1.7e+00  2.7e-01  2.7e-03  2.7e-01
  28  T 0   1.695e+08   4e-06  0.93  8.8e-02  6.9e-04  7.3e-02  1.8e+00  2.7e-01  3.2e-03  2.7e-01
  29  F 0   1.695e+08   4e-06  0.93  6.2e-02  6.9e-04  0.0e+00  0.0e+00  2.7e-01  3.0e-03  2.7e-01
  29  T 1   1.684e+08   1e-06  0.91  7.4e-02  1.9e-04  6.2e-02  1.6e+00  2.6e-01  3.0e-03  2.7e-01
  30  T 0   1.679e+08   4e-06  0.94  8.9e-02  1.6e-04  7.4e-02  1.8e+00  2.7e-01  2.7e-03  2.7e-01
  31  F 0   1.679e+08   4e-06  0.94  6.2e-02  1.6e-04  0.0e+00  0.0e+00  2.7e-01  2.3e-03  2.7e-01
  31  T 1   1.669e+08  -6e-06  0.91  7.5e-02  3.3e-04  6.2e-02  1.6e+00  2.7e-01  2.4e-03  2.7e-01
  32  T 0   1.665e+08  -7e-06  0.94  9.0e-02  2.4e-04  7.5e-02  1.7e+00  2.7e-01  2.9e-03  2.7e-01
  33  F 0   1.665e+08  -7e-06  0.94  6.3e-02  2.4e-04  0.0e+00  0.0e+00  2.7e-01  2.4e-03  2.7e-01
  33  T 1   1.661e+08  -8e-07  0.91  7.5e-02  1.8e-04  6.3e-02  1.5e+00  2.6e-01  2.4e-03  2.7e-01
  34  T 0   1.661e+08   9e-07  0.95  9.0e-02  9.5e-05  7.5e-02  1.7e+00  2.6e-01  2.7e-03  2.7e-01
  35  F 0   1.661e+08   9e-07  0.95  6.3e-02  9.5e-05  0.0e+00  0.0e+00  2.7e-01  2.4e-03  2.7e-01
  35  T 1   1.654e+08  -4e-06  0.92  7.6e-02  8.0e-05  6.3e-02  1.5e+00  2.7e-01  2.1e-03  2.7e-01
  36  T 0   1.652e+08  -9e-06  0.95  9.1e-02  7.3e-05  7.6e-02  1.7e+00  2.7e-01  2.4e-03  2.7e-01
  37  F 0   1.652e+08  -9e-06  0.95  6.4e-02  7.3e-05  0.0e+00  0.0e+00  2.7e-01  2.6e-03  2.7e-01
  37  T 1   1.648e+08   9e-06  0.92  7.6e-02  7.1e-05  6.4e-02  1.5e+00  2.7e-01  2.4e-03  2.7e-01
  38  F 0   1.648e+08   9e-06  0.92  5.3e-02  7.1e-05  0.0e+00  0.0e+00  2.7e-01  2.3e-03  2.8e-01
  38  T 1   1.643e+08  -4e-06  0.92  6.4e-02  9.2e-05  5.3e-02  1.3e+00  2.8e-01  2.4e-03  2.8e-01
  39  T 0   1.641e+08   2e-06  0.93  7.7e-02  3.9e-04  6.4e-02  1.5e+00  2.7e-01  2.6e-03  2.7e-01
  40  F 0   1.641e+08   2e-06  0.93  5.4e-02  3.9e-04  0.0e+00  0.0e+00  2.7e-01  2.7e-03  2.8e-01
  40  T 1   1.637e+08   1e-06  0.92  6.5e-02  8.0e-05  5.4e-02  1.3e+00  3.2e-01  2.6e-03  3.3e-01
  41  T 0   1.634e+08  -3e-06  0.93  7.8e-02  7.3e-05  6.5e-02  1.5e+00  2.7e-01  2.8e-03  2.8e-01
  42  F 0   1.634e+08  -3e-06  0.93  5.4e-02  7.3e-05  0.0e+00  0.0e+00  2.8e-01  2.7e-03  2.8e-01
  42  T 1   1.631e+08  -3e-06  0.92  6.5e-02  5.6e-05  5.4e-02  1.3e+00  3.0e-01  2.4e-03  3.0e-01
  43  T 0   1.628e+08   1e-05  0.94  7.8e-02  6.4e-05  6.5e-02  1.5e+00  2.7e-01  2.4e-03  2.7e-01
  44  F 0   1.628e+08   1e-05  0.94  5.5e-02  6.4e-05  0.0e+00  0.0e+00  2.8e-01  2.8e-03  2.8e-01
  44  T 1   1.627e+08  -1e-06  0.93  6.6e-02  5.7e-05  5.5e-02  1.3e+00  2.8e-01  2.1e-03  2.8e-01
  45  T 0   1.625e+08  -6e-05  0.94  7.9e-02  6.7e-05  6.6e-02  1.5e+00  2.8e-01  2.5e-03  2.8e-01
  46  F 0   1.625e+08  -6e-05  0.94  5.5e-02  6.7e-05  0.0e+00  0.0e+00  2.7e-01  2.4e-03  2.7e-01
  46  T 1   1.624e+08  -2e-05  0.93  6.6e-02  6.2e-05  5.5e-02  1.3e+00  2.8e-01  2.2e-03  2.8e-01
  47  T 0   1.623e+08  -2e-05  0.94  8.0e-02  6.6e-05  6.6e-02  1.5e+00  2.8e-01  3.0e-03  2.9e-01
  48  F 0   1.623e+08  -2e-05  0.94  5.6e-02  6.6e-05  0.0e+00  0.0e+00  2.7e-01  2.6e-03  2.8e-01
  48  T 1   1.620e+08   3e-05  0.93  6.7e-02  5.6e-05  5.6e-02  1.3e+00  2.7e-01  2.2e-03  2.8e-01
  49  T 0   1.617e+08  -6e-05  0.95  8.0e-02  6.1e-05  6.7e-02  1.4e+00  2.7e-01  2.4e-03  2.7e-01
  50  F 0   1.617e+08  -6e-05  0.95  5.6e-02  6.1e-05  0.0e+00  0.0e+00  2.8e-01  2.4e-03  2.8e-01
  50  T 1   1.617e+08  -5e-06  0.93  6.7e-02  5.3e-05  5.6e-02  1.2e+00  2.7e-01  2.2e-03  2.7e-01
  51  F 0   1.617e+08  -5e-06  0.93  4.7e-02  5.3e-05  0.0e+00  0.0e+00  2.7e-01  3.0e-03  2.7e-01
  51  T 1   1.613e+08  -1e-05  0.93  5.7e-02  5.0e-05  4.7e-02  1.1e+00  2.7e-01  2.5e-03  2.7e-01
  52  T 0   1.611e+08   9e-06  0.94  6.8e-02  4.8e-05  5.7e-02  1.2e+00  2.7e-01  2.4e-03  2.7e-01
  53  F 0   1.611e+08   9e-06  0.94  4.8e-02  4.8e-05  0.0e+00  0.0e+00  2.7e-01  2.5e-03  2.7e-01
  53  T 1   1.609e+08   7e-13  0.94  5.7e-02  4.3e-05  4.8e-02  9.7e-01  2.7e-01  2.5e-03  2.7e-01
  54  T 0   1.607e+08  -7e-06  0.95  6.8e-02  4.0e-05  5.7e-02  1.1e+00  2.7e-01  2.1e-03  2.7e-01
  55  F 0   1.607e+08  -7e-06  0.95  4.8e-02  4.0e-05  0.0e+00  0.0e+00  2.7e-01  2.5e-03  2.8e-01
  55  T 1   1.605e+08   2e-06  0.95  5.7e-02  3.9e-05  4.8e-02  9.3e-01  2.8e-01  2.1e-03  2.8e-01
  56  T 0   1.604e+08  -3e-06  0.95  6.9e-02  3.9e-05  5.7e-02  1.1e+00  2.8e-01  2.5e-03  2.8e-01
  57  F 0   1.604e+08  -3e-06  0.95  4.8e-02  3.9e-05  0.0e+00  0.0e+00  2.8e-01  2.8e-03  2.9e-01
  57  T 1   1.603e+08  -7e-06  0.95  5.8e-02  3.8e-05  4.8e-02  9.1e-01  2.7e-01  2.7e-03  2.8e-01
  58  T 0   1.601e+08  -2e-06  0.96  7.0e-02  3.9e-05  5.8e-02  1.1e+00  4.5e-01  2.5e-03  4.5e-01
  59  F 0   1.601e+08  -2e-06  0.96  4.9e-02  3.9e-05  0.0e+00  0.0e+00  3.3e-01  2.5e-03  3.3e-01
  59  T 1   1.600e+08  -5e-06  0.95  5.8e-02  3.7e-05  4.9e-02  8.9e-01  2.8e-01  1.8e-03  2.8e-01
  60  F 0   1.600e+08  -5e-06  0.95  4.1e-02  3.7e-05  0.0e+00  0.0e+00  2.7e-01  2.7e-03  2.7e-01
  60  T 1   1.599e+08  -3e-06  0.95  4.9e-02  2.9e-05  4.1e-02  7.4e-01  2.7e-01  2.5e-03  2.8e-01
  61  T 0   1.597e+08  -2e-05  0.96  5.9e-02  2.8e-05  4.9e-02  8.7e-01  2.7e-01  2.5e-03  2.7e-01
  62  T 0   1.594e+08   3e-05  0.96  7.1e-02  2.1e-05  5.9e-02  1.0e+00  2.9e-01  2.4e-03  2.9e-01
  63  T 0   1.593e+08  -3e-06  0.97  8.5e-02  3.8e-05  7.1e-02  1.1e+00  2.7e-01  2.4e-03  2.7e-01
  64  F 0   1.593e+08  -3e-06  0.97  5.9e-02  3.8e-05  0.0e+00  0.0e+00  2.9e-01  2.1e-03  2.9e-01
  64  F 1   1.593e+08  -3e-06  0.97  4.2e-02  3.8e-05  0.0e+00  0.0e+00  2.8e-01  1.9e-03  2.8e-01
  64  T 2   1.592e+08   8e-06  0.96  5.0e-02  2.7e-05  4.2e-02  7.1e-01  2.8e-01  1.5e-03  2.8e-01
  65  T 0   1.590e+08  -2e-05  0.96  6.0e-02  3.1e-05  5.0e-02  8.4e-01  2.9e-01  2.3e-03  2.9e-01
  66  T 0   1.590e+08   9e-05  0.97  7.2e-02  3.1e-05  6.0e-02  9.5e-01  2.9e-01  2.4e-03  2.9e-01
  67  F 0   1.590e+08   9e-05  0.97  5.0e-02  3.1e-05  0.0e+00  0.0e+00  2.8e-01  3.4e-03  2.8e-01
  67  T 1   1.589e+08  -5e-06  0.96  6.0e-02  3.1e-05  5.0e-02  8.5e-01  2.8e-01  2.0e-03  2.8e-01
  68  T 0   1.589e+08   1e-05  0.97  7.2e-02  3.5e-05  6.0e-02  1.0e+00  2.7e-01  2.5e-03  2.8e-01
  69  F 0   1.589e+08   1e-05  0.97  5.1e-02  3.5e-05  0.0e+00  0.0e+00  2.7e-01  2.9e-03  2.7e-01
  69  T 1   1.588e+08   2e-05  0.96  6.1e-02  3.2e-05  5.1e-02  8.8e-01  2.9e-01  2.2e-03  2.9e-01
  70  F 0   1.588e+08   2e-05  0.96  4.3e-02  3.2e-05  0.0e+00  0.0e+00  2.9e-01  2.7e-03  2.9e-01
  70  T 1   1.587e+08   1e-05  0.96  5.1e-02  2.6e-05  4.3e-02  7.3e-01  2.8e-01  2.5e-03  2.8e-01
  71  T 0   1.587e+08  -3e-06  0.96  6.1e-02  2.9e-05  5.1e-02  8.2e-01  3.3e-01  2.7e-03  3.3e-01
  72  F 0   1.587e+08  -3e-06  0.96  4.3e-02  2.9e-05  0.0e+00  0.0e+00  2.8e-01  2.8e-03  2.8e-01
  72  T 1   1.586e+08   2e-05  0.96  5.1e-02  2.6e-05  4.3e-02  6.9e-01  3.1e-01  2.4e-03  3.2e-01
  73  F 0   1.586e+08   2e-05  0.96  3.6e-02  2.6e-05  0.0e+00  0.0e+00  2.8e-01  2.5e-03  2.8e-01
  73  T 1   1.586e+08   6e-07  0.96  4.3e-02  2.0e-05  3.6e-02  5.8e-01  3.5e-01  2.1e-03  3.5e-01
  74  T 0   1.585e+08   8e-05  0.97  5.2e-02  1.6e-05  4.3e-02  6.6e-01  2.9e-01  2.4e-03  3.0e-01
  75  T 0   1.585e+08  -5e-05  0.97  6.2e-02  2.1e-05  5.2e-02  7.9e-01  2.8e-01  2.5e-03  2.9e-01
  76  F 0   1.585e+08  -5e-05  0.97  4.4e-02  2.1e-05  0.0e+00  0.0e+00  2.9e-01  2.4e-03  2.9e-01
  76  T 1   1.584e+08  -3e-06  0.97  5.2e-02  2.2e-05  4.4e-02  6.6e-01  3.1e-01  1.4e-03  3.1e-01
  77  F 0   1.584e+08  -3e-06  0.97  3.7e-02  2.2e-05  0.0e+00  0.0e+00  3.1e-01  2.1e-03  3.1e-01
  77  T 1   1.584e+08   9e-07  0.97  4.4e-02  1.8e-05  3.7e-02  5.6e-01  3.1e-01  2.1e-03  3.1e-01
  78  T 0   1.583e+08  -7e-06  0.97  5.3e-02  1.9e-05  4.4e-02  6.5e-01  2.8e-01  3.0e-03  2.9e-01
  79  F 0   1.583e+08  -7e-06  0.97  3.7e-02  1.9e-05  0.0e+00  0.0e+00  2.8e-01  1.8e-03  2.8e-01
  79  T 1   1.583e+08   3e-05  0.97  4.4e-02  1.7e-05  3.7e-02  5.6e-01  2.7e-01  2.2e-03  2.7e-01
  80  T 0   1.583e+08   6e-07  0.97  5.3e-02  2.0e-05  4.4e-02  6.6e-01  2.9e-01  2.4e-03  3.0e-01
  81  F 0   1.583e+08   6e-07  0.97  3.7e-02  2.0e-05  0.0e+00  0.0e+00  2.8e-01  2.7e-03  2.8e-01
  81  T 1   1.583e+08   4e-05  0.97  4.5e-02  1.9e-05  3.7e-02  5.6e-01  2.8e-01  1.8e-03  2.9e-01
  82  T 0   1.582e+08  -5e-06  0.97  5.4e-02  2.1e-05  4.5e-02  6.6e-01  2.8e-01  2.5e-03  2.8e-01
  83  F 0   1.582e+08  -5e-06  0.97  3.7e-02  2.1e-05  0.0e+00  0.0e+00  2.8e-01  2.5e-03  2.8e-01
  83  T 1   1.582e+08   1e-05  0.97  4.5e-02  1.8e-05  3.7e-02  5.7e-01  2.9e-01  1.9e-03  2.9e-01
  84  T 0   1.582e+08  -6e-06  0.97  5.4e-02  2.2e-05  4.5e-02  6.6e-01  2.7e-01  2.8e-03  2.7e-01
  85  F 0   1.582e+08  -6e-06  0.97  3.8e-02  2.2e-05  0.0e+00  0.0e+00  2.7e-01  2.8e-03  2.8e-01
  85  T 1   1.581e+08  -1e-05  0.97  4.5e-02  1.8e-05  3.8e-02  5.7e-01  2.8e-01  1.9e-03  2.8e-01
  86  T 0   1.581e+08   3e-06  0.97  5.4e-02  1.9e-05  4.5e-02  6.6e-01  2.8e-01  2.4e-03  2.8e-01
  87  F 0   1.581e+08   3e-06  0.97  3.8e-02  1.9e-05  0.0e+00  0.0e+00  2.7e-01  2.4e-03  2.8e-01
  87  T 1   1.581e+08   3e-05  0.97  4.6e-02  1.9e-05  3.8e-02  5.7e-01  2.8e-01  1.8e-03  2.8e-01
  88  T 0   1.581e+08  -7e-06  0.97  5.5e-02  2.1e-05  4.6e-02  6.6e-01  3.1e-01  2.4e-03  3.1e-01
  89  F 0   1.581e+08  -7e-06  0.97  3.8e-02  2.1e-05  0.0e+00  0.0e+00  2.7e-01  1.8e-03  2.7e-01
  89  T 1   1.580e+08   6e-06  0.97  4.6e-02  1.9e-05  3.8e-02  5.8e-01  2.7e-01  1.5e-03  2.7e-01
  90  T 0   1.580e+08  -1e-05  0.97  5.5e-02  2.2e-05  4.6e-02  6.8e-01  2.6e-01  2.4e-03  2.7e-01
  91  F 0   1.580e+08  -1e-05  0.97  3.9e-02  2.2e-05  0.0e+00  0.0e+00  2.9e-01  2.4e-03  2.9e-01
  91  T 1   1.580e+08  -2e-06  0.97  4.6e-02  1.9e-05  3.9e-02  5.9e-01  3.1e-01  2.1e-03  3.1e-01
  92  T 0   1.579e+08   6e-05  0.98  5.6e-02  2.1e-05  4.6e-02  6.7e-01  2.7e-01  2.4e-03  2.7e-01
  93  F 0   1.579e+08   6e-05  0.98  3.9e-02  2.1e-05  0.0e+00  0.0e+00  2.8e-01  2.4e-03  2.9e-01
  93  T 1   1.579e+08  -4e-06  0.97  4.7e-02  1.9e-05  3.9e-02  5.9e-01  2.7e-01  2.4e-03  2.7e-01
  94  F 0   1.579e+08  -4e-06  0.97  3.3e-02  1.9e-05  0.0e+00  0.0e+00  2.7e-01  2.4e-03  2.7e-01
  94  T 1   1.579e+08   2e-06  0.97  3.9e-02  1.7e-05  3.3e-02  5.0e-01  2.9e-01  2.4e-03  2.9e-01
  95  T 0   1.578e+08   2e-06  0.97  4.7e-02  1.6e-05  3.9e-02  5.7e-01  2.8e-01  2.4e-03  2.9e-01
  96  T 0   1.578e+08   1e-05  0.98  5.7e-02  2.4e-05  4.7e-02  6.7e-01  2.9e-01  2.7e-03  3.0e-01
  97  F 0   1.578e+08   1e-05  0.98  4.0e-02  2.4e-05  0.0e+00  0.0e+00  2.7e-01  2.4e-03  2.7e-01
  97  T 1   1.578e+08  -1e-05  0.97  4.8e-02  2.1e-05  4.0e-02  5.9e-01  2.6e-01  2.2e-03  2.7e-01
  98  F 0   1.578e+08  -1e-05  0.97  3.3e-02  2.1e-05  0.0e+00  0.0e+00  2.6e-01  2.8e-03  2.7e-01
  98  T 1   1.578e+08   2e-05  0.97  4.0e-02  1.9e-05  3.3e-02  5.0e-01  3.1e-01  2.1e-03  3.1e-01
  99  T 0   1.578e+08   5e-06  0.97  4.8e-02  1.9e-05  4.0e-02  5.7e-01  2.6e-01  2.1e-03  2.7e-01
 100  F 0   1.578e+08   5e-06  0.97  3.4e-02  1.9e-05  0.0e+00  0.0e+00  2.7e-01  2.4e-03  2.8e-01
 100  T 1   1.577e+08   4e-06  0.97  4.0e-02  1.7e-05  3.4e-02  4.8e-01  2.6e-01  2.1e-03  2.6e-01
 101  T 0   1.577e+08  -1e-05  0.97  4.8e-02  1.4e-05  4.0e-02  5.6e-01  2.6e-01  2.4e-03  2.7e-01
 102  F 0   1.577e+08  -1e-05  0.97  3.4e-02  1.4e-05  0.0e+00  0.0e+00  2.6e-01  2.4e-03  2.7e-01
 102  T 1   1.576e+08   2e-05  0.97  4.1e-02  1.5e-05  3.4e-02  4.6e-01  2.6e-01  2.3e-03  2.7e-01
 103  F 0   1.576e+08   2e-05  0.97  2.8e-02  1.5e-05  0.0e+00  0.0e+00  2.7e-01  2.4e-03  2.8e-01
 103  T 1   1.576e+08  -5e-06  0.97  3.4e-02  1.3e-05  2.8e-02  3.9e-01  2.7e-01  1.5e-03  2.7e-01
 104  T 0   1.576e+08   5e-06  0.98  4.1e-02  1.3e-05  3.4e-02  4.6e-01  2.6e-01  2.4e-03  2.7e-01
 105  F 0   1.576e+08   5e-06  0.98  2.9e-02  1.3e-05  0.0e+00  0.0e+00  2.7e-01  2.5e-03  2.7e-01
 105  T 1   1.576e+08  -1e-07  0.97  3.4e-02  1.3e-05  2.9e-02  3.9e-01  2.8e-01  2.2e-03  2.8e-01
 106  T 0   1.576e+08  -5e-07  0.98  4.1e-02  1.4e-05  3.4e-02  4.6e-01  3.2e-01  2.7e-03  3.2e-01
 107  F 0   1.576e+08  -5e-07  0.98  2.9e-02  1.4e-05  0.0e+00  0.0e+00  2.8e-01  2.8e-03  2.8e-01
 107  T 1   1.576e+08  -1e-05  0.97  3.5e-02  1.3e-05  2.9e-02  4.0e-01  2.7e-01  1.8e-03  2.7e-01
 108  T 0   1.576e+08  -3e-06  0.98  4.2e-02  1.5e-05  3.5e-02  4.7e-01  2.8e-01  2.7e-03  2.8e-01
 109  F 0   1.576e+08  -3e-06  0.98  2.9e-02  1.5e-05  0.0e+00  0.0e+00  2.7e-01  2.7e-03  2.8e-01
 109  T 1   1.576e+08   4e-07  0.97  3.5e-02  1.3e-05  2.9e-02  4.0e-01  2.8e-01  2.1e-03  2.9e-01
 110  T 0   1.575e+08  -3e-06  0.98  4.2e-02  1.5e-05  3.5e-02  4.7e-01  2.7e-01  3.0e-03  2.7e-01
 111  F 0   1.575e+08  -3e-06  0.98  2.9e-02  1.5e-05  0.0e+00  0.0e+00  2.7e-01  3.0e-03  2.7e-01
 111  T 1   1.575e+08  -6e-07  0.97  3.5e-02  1.3e-05  2.9e-02  4.1e-01  2.7e-01  2.2e-03  2.7e-01
 112  T 0   1.575e+08  -1e-06  0.98  4.2e-02  1.6e-05  3.5e-02  4.6e-01  3.3e-01  3.6e-03  3.3e-01
 113  F 0   1.575e+08  -1e-06  0.98  3.0e-02  1.6e-05  0.0e+00  0.0e+00  2.9e-01  3.1e-03  2.9e-01
 113  T 1   1.575e+08  -9e-07  0.97  3.5e-02  1.3e-05  3.0e-02  4.0e-01  2.7e-01  2.1e-03  2.8e-01
 114  T 0   1.575e+08   4e-05  0.98  4.3e-02  1.4e-05  3.5e-02  4.6e-01  2.7e-01  2.4e-03  2.7e-01
 115  F 0   1.575e+08   4e-05  0.98  3.0e-02  1.4e-05  0.0e+00  0.0e+00  2.7e-01  2.7e-03  2.7e-01
 115  T 1   1.575e+08  -2e-05  0.97  3.6e-02  1.4e-05  3.0e-02  4.1e-01  2.8e-01  1.8e-03  2.8e-01
 116  T 0   1.575e+08   2e-05  0.98  4.3e-02  1.7e-05  3.6e-02  4.7e-01  3.8e-01  2.4e-03  3.9e-01
 117  F 0   1.575e+08   2e-05  0.98  3.0e-02  1.7e-05  0.0e+00  0.0e+00  3.7e-01  2.4e-03  3.7e-01
 117  T 1   1.574e+08   2e-06  0.97  3.6e-02  1.4e-05  3.0e-02  4.1e-01  2.8e-01  2.1e-03  2.8e-01
 118  F 0   1.574e+08   2e-06  0.97  2.5e-02  1.4e-05  0.0e+00  0.0e+00  2.8e-01  2.4e-03  2.8e-01
 118  T 1   1.574e+08  -8e-07  0.97  3.0e-02  1.3e-05  2.5e-02  3.4e-01  2.8e-01  2.1e-03  2.9e-01
 119  T 0   1.574e+08  -6e-07  0.98  3.6e-02  1.3e-05  3.0e-02  4.0e-01  2.9e-01  1.8e-03  2.9e-01
 120  F 0   1.574e+08  -6e-07  0.98  2.5e-02  1.3e-05  0.0e+00  0.0e+00  2.7e-01  2.7e-03  2.7e-01
 120  T 1   1.574e+08   3e-05  0.98  3.1e-02  1.3e-05  2.5e-02  3.3e-01  2.7e-01  2.1e-03  2.7e-01
 121  T 0   1.574e+08   2e-05  0.98  3.7e-02  1.1e-05  3.1e-02  3.9e-01  2.6e-01  2.9e-03  2.7e-01
 122  F 0   1.574e+08   2e-05  0.98  2.6e-02  1.1e-05  0.0e+00  0.0e+00  2.6e-01  3.0e-03  2.7e-01
 122  T 1   1.574e+08  -2e-05  0.98  3.1e-02  1.1e-05  2.6e-02  3.3e-01  2.6e-01  2.1e-03  2.7e-01
 123  F 0   1.574e+08  -2e-05  0.98  2.2e-02  1.1e-05  0.0e+00  0.0e+00  2.8e-01  2.4e-03  2.9e-01
 123  T 1   1.573e+08   4e-05  0.98  2.6e-02  8.9e-06  2.2e-02  2.8e-01  2.7e-01  2.4e-03  2.7e-01
 124  T 0   1.573e+08  -1e-05  0.98  3.1e-02  8.5e-06  2.6e-02  3.3e-01  2.8e-01  2.4e-03  2.8e-01
 125  F 0   1.573e+08  -1e-05  0.98  2.2e-02  8.5e-06  0.0e+00  0.0e+00  2.6e-01  2.7e-03  2.7e-01
 125  T 1   1.573e+08   4e-06  0.98  2.6e-02  9.9e-06  2.2e-02  2.8e-01  2.7e-01  2.1e-03  2.7e-01
 126  T 0   1.573e+08  -5e-07  0.98  3.1e-02  1.2e-05  2.6e-02  3.3e-01  2.7e-01  2.7e-03  2.7e-01
 127  F 0   1.573e+08  -5e-07  0.98  2.2e-02  1.2e-05  0.0e+00  0.0e+00  2.7e-01  2.1e-03  2.8e-01
 127  T 1   1.573e+08  -1e-05  0.98  2.6e-02  1.0e-05  2.2e-02  2.9e-01  2.8e-01  1.8e-03  2.8e-01
 128  T 0   1.573e+08  -2e-06  0.98  3.2e-02  1.0e-05  2.6e-02  3.3e-01  2.8e-01  2.1e-03  2.9e-01
