   k  l     Obj         Vio    Bou   ML       |KKT|    |dX|     ||dX||   T_s      T_o      T_t
   0  T 0   9.457e+07  -9e+00  1.00  1.0e-01  0.0e+00  1.0e+00  1.0e+00  4.7e-01  0.0e+00  0.0e+00
   1  T 0   9.451e+07  -9e+00  1.00  1.0e-01  0.0e+00  6.9e-04  2.6e-02  2.0e-01  3.6e-03  2.1e-01
   2  T 0   8.213e+07  -8e+00  0.12  1.0e-01  6.7e-04  1.0e-01  5.6e+00  2.0e-01  1.3e-03  2.0e-01
   3  T 0   7.127e+07  -7e+00  0.12  1.0e-01  6.7e-04  1.0e-01  5.5e+00  2.0e-01  1.3e-03  2.0e-01
   4  T 0   6.192e+07  -6e+00  0.11  1.0e-01  6.8e-04  1.0e-01  5.5e+00  2.3e-01  1.2e-03  2.3e-01
   5  T 0   5.404e+07  -6e+00  0.10  1.0e-01  7.0e-04  1.0e-01  5.4e+00  2.9e-01  1.2e-03  2.9e-01
   6  T 0   4.729e+07  -5e+00  0.09  1.0e-01  7.2e-04  1.0e-01  5.3e+00  2.4e-01  1.2e-03  2.5e-01
   7  T 0   4.057e+07  -4e+00  0.09  1.0e-01  7.0e-04  1.0e-01  5.2e+00  2.0e-01  1.3e-03  2.0e-01
   8  T 0   3.289e+07  -4e+00  0.10  1.0e-01  6.8e-04  1.0e-01  5.6e+00  2.1e-01  1.2e-03  2.1e-01
   9  T 0   2.538e+07  -3e+00  0.12  1.0e-01  7.2e-04  1.0e-01  5.6e+00  2.0e-01  1.2e-03  2.0e-01
  10  T 0   1.929e+07  -2e+00  0.13  1.0e-01  1.3e-03  1.0e-01  5.5e+00  2.1e-01  1.2e-03  2.1e-01
  11  T 0   1.353e+07  -2e+00  0.41  1.0e-01  5.7e-04  1.0e-01  5.0e+00  2.2e-01  1.2e-03  2.2e-01
  12  T 0   1.014e+07  -2e+00  0.52  1.0e-01  1.0e-03  1.0e-01  4.4e+00  2.0e-01  1.3e-03  2.1e-01
  13  T 0   7.766e+06  -1e+00  0.71  1.0e-01  1.1e-02  1.0e-01  4.0e+00  2.0e-01  1.2e-03  2.1e-01
  14  T 0   6.630e+06  -1e+00  0.70  1.0e-01  1.1e-03  1.0e-01  3.4e+00  2.0e-01  1.2e-03  2.1e-01
  15  T 0   5.591e+06  -8e-01  0.76  1.0e-01  2.1e-03  1.0e-01  2.8e+00  2.2e-01  1.3e-03  2.2e-01
  16  T 0   5.188e+06  -7e-01  0.77  1.0e-01  5.2e-03  1.0e-01  3.0e+00  2.0e-01  1.3e-03  2.0e-01
